User_ID,Name,Gender,Age,Weight,Calories_Intake,Calories_Burned,Steps,Workout_Type,Workout_Duration_Min,Sleep_Hours,Arrange_Workout_Type,Trainer_Name,Gym_Time,Arrange_Genders,Trainer,Age_Clean,Calories_Difference,Step_Category,Workout_duration,membership_type,pt_taken,duration
7305,Rahul,F,29,49.26,3297,920,11095,strength,51,5.1,strenght,,morning,Female,No Trainer,29.0,2377.0,high,Medium,Pro,No,1
4451,John,M,23,91.3,1503,506,7832,strength,118,6.4,strenght,PT_Raj,Evening,Male,PT_Raj,23.0,997.0,medium,Long,Basic,No,12
1054,Riya,female,32,60.49,2044,703,8509,strength,99,4.8,strenght,,Morning,Female,No Trainer,32.0,1341.0,medium,Long,Premium,Yes,1
8643,Amit,F,36,48.57,3327,1192,3487,CARDIO,101,4.7,strenght,PT_Ajay,evening,Female,PT_Ajay,36.0,2135.0,low,Long,Basic,No,12
4462,John,male,48,58.63,2632,488,15168,cardio,103,8.5,strenght,PT_Simran,morning,Male,PT_Simran,48.0,2144.0,high,Long,Pro,No,6
1832,Riya,Female,51,51.66,3102,166,6251,cardio,13,5.2,strenght,PT_Ajay,morning,Female,PT_Ajay,51.0,2936.0,medium,Short,Basic,No,6
6954,Sneha,Female,45,96.3,1948,873,15252,Strength,57,6.4,strenght,PT_Vikas,morning,Female,PT_Vikas,45.0,1075.0,high,Medium,Pro,Yes,1
9519,Rahul,female,53,56.68,2191,1167,15633,Cardio,101,4.8,strenght,PT_Simran,morning,Female,PT_Simran,53.0,1024.0,high,Long,Basic,Yes,12
8221,Anjali,F,58,75.99,2450,910,1992,CARDIO,114,6.5,strenght,PT_Raj,evening,Female,PT_Raj,58.0,1540.0,low,Long,Premium,No,1
4310,Sneha,F,35,92.6,3072,330,1083,cardio,80,5.8,strenght,PT_Vikas,Evening,Female,PT_Vikas,35.0,2742.0,low,Long,Basic,No,6
4300,Riya,male,37,65.76,2686,329,11166,CARDIO,117,4.6,strenght,PT_Vikas,Morning,Male,PT_Vikas,37.0,2357.0,high,Long,Basic,Yes,12
7722,Anjali,female,21,82.87,1856,502,9823,strength,88,7.1,strenght,PT_Simran,Morning,Female,PT_Simran,21.0,1354.0,medium,Long,Pro,No,3
8218,Karan,male,26,70.11,2215,758,14445,Strength,20,5.9,strenght,PT_Ajay,Night,Male,PT_Ajay,26.0,1457.0,high,Short,Pro,Yes,3
8776,Anjali,Female,53,65.01,2848,949,18995,CARDIO,101,4.4,strenght,PT_Ajay,evening,Female,PT_Ajay,53.0,1899.0,high,Long,Basic,No,3
4675,Karan,female,57,80.21,2237,652,13724,CARDIO,119,5.1,strenght,PT_Vikas,evening,Female,PT_Vikas,57.0,1585.0,high,Long,Basic,Yes,6
4054,Karan,female,27,46.89,2735,653,4842,strength,118,5.3,strenght,PT_Simran,Morning,Female,PT_Simran,27.0,2082.0,low,Long,Basic,No,1
8970,John,Female,22,68.71,2329,447,2186,CARDIO,23,9.7,strenght,,Morning,Female,No Trainer,22.0,1882.0,low,Short,Basic,No,6
3143,Riya,female,41,49.59,2144,312,4004,strength,61,5.6,strenght,,Morning,Female,No Trainer,41.0,1832.0,low,Long,Pro,Yes,6
6207,Priya,Female,63,81.27,3371,347,18987,cardio,54,5.0,strenght,,Evening,Female,No Trainer,63.0,3024.0,high,Medium,Basic,No,12
3538,Sneha,F,54,90.61,3148,114,3269,cardio,62,4.0,strenght,PT_Ajay,evening,Female,PT_Ajay,54.0,3034.0,low,Long,Pro,No,3
5547,Karan,F,23,69.9,1731,1114,7907,cardio,113,7.7,strenght,PT_Ajay,evening,Female,PT_Ajay,23.0,617.0,medium,Long,Pro,No,6
6619,Riya,Female,35,72.86,2512,1022,8094,cardio,97,4.7,strenght,PT_Vikas,morning,Female,PT_Vikas,35.0,1490.0,medium,Long,Basic,No,1
9356,John,F,32,83.02,2282,732,8991,CARDIO,84,4.2,strenght,PT_Ajay,Evening,Female,PT_Ajay,32.0,1550.0,medium,Long,Basic,Yes,1
7612,Rahul,Male,33,69.63,2763,871,19259,Cardio,42,6.3,strenght,PT_Ajay,morning,Male,PT_Ajay,33.0,1892.0,high,Medium,Premium,Yes,6
6005,Anjali,male,40,52.48,2766,821,5970,CARDIO,61,5.9,strenght,PT_Raj,Night,Male,PT_Raj,40.0,1945.0,medium,Long,Premium,Yes,6
1822,Karan,Female,61,82.29,2120,381,2182,Cardio,39,9.6,strenght,,Morning,Female,No Trainer,61.0,1739.0,low,Medium,Basic,No,6
1943,Karan,Female,38,89.75,1791,1062,18863,CARDIO,22,5.8,strenght,PT_Simran,evening,Female,PT_Simran,38.0,729.0,high,Short,Pro,Yes,6
7150,Amit,M,47,58.15,1950,704,4851,cardio,37,9.0,strenght,PT_Vikas,evening,Male,PT_Vikas,47.0,1246.0,low,Medium,Basic,No,12
5425,Priya,F,28,61.11,3278,691,15598,cardio,114,8.2,strenght,,morning,Female,No Trainer,28.0,2587.0,high,Long,Premium,No,12
9966,Amit,Male,18,99.51,1839,466,4518,Strength,45,8.8,strenght,PT_Ajay,morning,Male,PT_Ajay,18.0,1373.0,low,Medium,Basic,No,3
3198,Priya,M,49,86.71,1793,162,10117,strength,51,9.4,strenght,PT_Ajay,Evening,Male,PT_Ajay,49.0,1631.0,high,Medium,Premium,No,1
5242,Anjali,female,18,47.92,2375,935,1365,Strength,46,4.7,strenght,PT_Raj,morning,Female,PT_Raj,18.0,1440.0,low,Medium,Basic,No,3
4695,Rahul,M,42,96.32,1927,911,16512,CARDIO,95,9.7,strenght,PT_Simran,Night,Male,PT_Simran,42.0,1016.0,high,Long,Pro,Yes,1
4452,Anjali,F,58,86.67,2272,641,13111,Cardio,112,8.1,strenght,PT_Ajay,Morning,Female,PT_Ajay,58.0,1631.0,high,Long,Pro,Yes,6
2308,Riya,male,16,88.19,2333,398,18688,Cardio,91,7.9,strenght,PT_Ajay,Evening,Male,PT_Ajay,16.0,1935.0,high,Long,Pro,Yes,12
5177,John,M,45,64.32,2002,421,15123,strength,68,7.8,strenght,PT_Ajay,Night,Male,PT_Ajay,45.0,1581.0,high,Long,Basic,Yes,6
9705,John,F,31,71.79,2069,716,4955,cardio,43,7.7,strenght,PT_Raj,Morning,Female,PT_Raj,31.0,1353.0,low,Medium,Basic,No,12
7852,Rahul,Male,45,48.13,2068,561,5009,Strength,116,4.1,strenght,PT_Vikas,evening,Male,PT_Vikas,45.0,1507.0,medium,Long,Basic,No,6
7035,Anjali,Male,22,79.61,2206,650,15878,strength,11,6.6,strenght,,Evening,Male,No Trainer,22.0,1556.0,high,Short,Basic,No,6
4594,Sneha,male,51,84.43,1702,738,18132,Strength,25,7.2,strenght,PT_Simran,Morning,Male,PT_Simran,51.0,964.0,high,Short,Basic,No,12
5841,John,female,53,77.5,2200,378,12926,cardio,113,9.9,strenght,PT_Simran,Morning,Female,PT_Simran,53.0,1822.0,high,Long,Basic,Yes,12
2409,John,male,53,91.98,1949,374,16787,Cardio,99,7.7,strenght,PT_Vikas,Night,Male,PT_Vikas,53.0,1575.0,high,Long,Basic,No,3
5566,Karan,female,25,94.99,3095,751,4897,Strength,105,6.6,strenght,PT_Simran,Evening,Female,PT_Simran,25.0,2344.0,low,Long,Basic,No,1
5491,Sneha,Male,31,66.49,2397,1024,12675,Strength,25,9.0,strenght,PT_Vikas,Night,Male,PT_Vikas,31.0,1373.0,high,Short,Basic,No,1
2555,Rahul,male,54,71.63,1693,1132,15312,Strength,15,8.0,strenght,PT_Simran,Evening,Male,PT_Simran,54.0,561.0,high,Short,Pro,No,3
1804,Rahul,female,38,85.26,3469,511,18387,Cardio,59,6.4,strenght,PT_Simran,Morning,Female,PT_Simran,38.0,2958.0,high,Medium,Pro,No,3
2279,Priya,M,22,68.26,3297,347,4781,cardio,47,9.4,strenght,PT_Raj,Morning,Male,PT_Raj,22.0,2950.0,low,Medium,Pro,No,12
8083,Anjali,male,30,46.58,1710,1143,19123,Strength,40,7.3,strenght,PT_Raj,Morning,Male,PT_Raj,30.0,567.0,high,Medium,Basic,No,3
6986,John,Male,64,60.64,2998,157,19915,Cardio,94,9.0,strenght,PT_Ajay,Evening,Male,PT_Ajay,64.0,2841.0,high,Long,Basic,Yes,3
6619,Amit,male,28,61.36,3413,723,8710,CARDIO,11,6.1,strenght,PT_Raj,evening,Male,PT_Raj,28.0,2690.0,medium,Short,Pro,No,3
2387,Karan,male,57,87.08,3249,496,13023,CARDIO,37,5.7,strenght,PT_Ajay,Evening,Male,PT_Ajay,57.0,2753.0,high,Medium,Pro,Yes,3
3679,John,male,22,51.5,2334,634,7621,Cardio,31,7.9,strenght,PT_Ajay,Morning,Male,PT_Ajay,22.0,1700.0,medium,Medium,Premium,Yes,12
3106,Anjali,Female,56,58.23,1622,106,3473,cardio,31,6.1,strenght,PT_Raj,evening,Female,PT_Raj,56.0,1516.0,low,Medium,Basic,No,1
9173,Riya,male,53,57.02,1726,400,4451,CARDIO,86,9.4,strenght,PT_Ajay,Morning,Male,PT_Ajay,53.0,1326.0,low,Long,Basic,No,12
5223,Amit,M,44,48.97,1500,530,19422,strength,12,7.4,strenght,PT_Ajay,Morning,Male,PT_Ajay,44.0,970.0,high,Short,Basic,No,12
5831,Rahul,female,16,46.6,3150,1061,5828,cardio,23,6.8,strenght,PT_Vikas,morning,Female,PT_Vikas,16.0,2089.0,medium,Short,Basic,Yes,3
3768,Amit,F,35,94.82,2555,561,17984,CARDIO,69,7.1,strenght,,Evening,Female,No Trainer,35.0,1994.0,high,Long,Basic,Yes,1
4186,Sneha,male,17,70.02,1954,928,17004,Strength,67,6.6,strenght,PT_Ajay,Morning,Male,PT_Ajay,17.0,1026.0,high,Long,Basic,No,3
3573,Sneha,Male,25,65.39,2998,775,12058,cardio,82,6.8,strenght,,evening,Male,No Trainer,25.0,2223.0,high,Long,Basic,No,6
3599,Anjali,M,42,83.8,2703,1026,2222,Strength,105,8.2,strenght,,Night,Male,No Trainer,42.0,1677.0,low,Long,Basic,No,12
5033,Amit,Female,50,50.48,1784,156,19147,cardio,21,7.1,strenght,PT_Vikas,morning,Female,PT_Vikas,50.0,1628.0,high,Short,Premium,No,12
9428,Amit,M,46,54.17,3086,501,5133,Cardio,59,9.4,strenght,PT_Ajay,morning,Male,PT_Ajay,46.0,2585.0,medium,Medium,Basic,Yes,3
2304,Karan,F,60,67.69,1983,243,11437,CARDIO,50,8.7,strenght,PT_Vikas,Evening,Female,PT_Vikas,60.0,1740.0,high,Medium,Basic,Yes,1
8368,John,male,41,86.98,3492,1140,3772,Cardio,42,8.7,strenght,PT_Raj,evening,Male,PT_Raj,41.0,2352.0,low,Medium,Basic,No,6
6877,Karan,male,57,76.89,2779,245,16381,Cardio,25,8.7,strenght,PT_Raj,Morning,Male,PT_Raj,57.0,2534.0,high,Short,Premium,No,12
2301,Anjali,Male,22,80.37,1650,536,9054,CARDIO,83,9.2,strenght,PT_Simran,Evening,Male,PT_Simran,22.0,1114.0,medium,Long,Premium,No,6
3541,Rahul,M,32,51.63,2683,862,14797,strength,73,7.0,strenght,,evening,Male,No Trainer,32.0,1821.0,high,Long,Premium,No,12
3051,Karan,male,39,63.8,2783,1063,15600,cardio,102,5.7,strenght,,morning,Male,No Trainer,39.0,1720.0,high,Long,Pro,No,3
7809,Anjali,female,40,58.39,1830,360,2107,Strength,100,7.6,strenght,PT_Vikas,evening,Female,PT_Vikas,40.0,1470.0,low,Long,Pro,No,12
9633,Amit,male,26,60.57,1652,864,11308,cardio,24,9.8,strenght,,Night,Male,No Trainer,26.0,788.0,high,Short,Pro,No,12
9996,Riya,F,61,71.67,3023,757,9654,Strength,101,5.4,strenght,PT_Simran,evening,Female,PT_Simran,61.0,2266.0,medium,Long,Premium,No,1
1074,Karan,F,32,84.09,3395,329,5478,Strength,80,8.8,strenght,PT_Vikas,Night,Female,PT_Vikas,32.0,3066.0,medium,Long,Basic,Yes,12
7981,Priya,female,40,65.4,3443,1182,10485,Strength,93,8.2,strenght,PT_Simran,Evening,Female,PT_Simran,40.0,2261.0,high,Long,Premium,Yes,6
6475,Amit,Male,45,65.82,2361,750,15220,CARDIO,88,6.7,strenght,PT_Raj,morning,Male,PT_Raj,45.0,1611.0,high,Long,Basic,No,6
9232,Anjali,Male,51,48.16,2317,780,7860,cardio,83,8.6,strenght,PT_Raj,Night,Male,PT_Raj,51.0,1537.0,medium,Long,Premium,No,6
8184,Priya,Female,24,80.9,2071,950,14377,Cardio,117,4.1,strenght,PT_Vikas,morning,Female,PT_Vikas,24.0,1121.0,high,Long,Premium,No,3
6796,Anjali,male,38,68.21,3008,377,8280,CARDIO,48,9.1,strenght,PT_Vikas,evening,Male,PT_Vikas,38.0,2631.0,medium,Medium,Premium,No,6
8141,Riya,F,51,88.96,1883,957,16239,strength,21,8.5,strenght,PT_Simran,morning,Female,PT_Simran,51.0,926.0,high,Short,Basic,Yes,6
2622,Priya,Female,17,68.74,1527,1031,16380,strength,37,6.3,strenght,PT_Raj,Evening,Female,PT_Raj,17.0,496.0,high,Medium,Pro,No,6
9041,Karan,M,32,45.6,2596,459,18955,strength,74,7.0,strenght,PT_Vikas,Night,Male,PT_Vikas,32.0,2137.0,high,Long,Premium,No,12
1341,Priya,male,22,81.08,3262,272,15564,Cardio,94,6.2,strenght,,morning,Male,No Trainer,22.0,2990.0,high,Long,Pro,No,6
3074,Sneha,female,23,94.79,2652,321,13742,Cardio,88,7.4,strenght,PT_Vikas,Night,Female,PT_Vikas,23.0,2331.0,high,Long,Basic,Yes,12
8992,Priya,Female,24,83.43,2628,1089,12315,cardio,107,7.0,strenght,PT_Ajay,Evening,Female,PT_Ajay,24.0,1539.0,high,Long,Pro,Yes,3
1645,Karan,M,27,78.22,2900,312,12016,Strength,94,4.7,strenght,PT_Simran,Evening,Male,PT_Simran,27.0,2588.0,high,Long,Premium,Yes,1
5263,Sneha,male,16,45.84,2277,603,7382,Cardio,77,5.5,strenght,PT_Simran,morning,Male,PT_Simran,16.0,1674.0,medium,Long,Premium,No,12
9801,Amit,F,18,52.45,2113,399,17265,Strength,51,7.0,strenght,,Evening,Female,No Trainer,18.0,1714.0,high,Medium,Premium,No,3
7136,John,female,31,66.94,2176,114,7478,Strength,51,5.8,strenght,PT_Raj,morning,Female,PT_Raj,31.0,2062.0,medium,Medium,Pro,No,1
9646,Karan,Female,43,47.91,2833,785,1267,Strength,96,7.7,strenght,,Night,Female,No Trainer,43.0,2048.0,low,Long,Basic,No,1
3969,Rahul,F,50,91.8,2107,231,1774,CARDIO,119,8.2,strenght,,Evening,Female,No Trainer,50.0,1876.0,low,Long,Pro,Yes,1
4028,Rahul,male,24,79.61,1738,144,16174,cardio,27,9.9,strenght,PT_Raj,evening,Male,PT_Raj,24.0,1594.0,high,Short,Basic,No,6
8643,Amit,F,33,88.73,1555,233,7993,Cardio,80,5.2,strenght,PT_Ajay,Evening,Female,PT_Ajay,33.0,1322.0,medium,Long,Pro,Yes,12
3681,Rahul,F,39,96.7,1673,286,7843,Cardio,51,7.9,strenght,PT_Simran,Morning,Female,PT_Simran,39.0,1387.0,medium,Medium,Basic,No,6
4629,Anjali,Male,33,82.92,2030,708,5005,CARDIO,55,9.4,strenght,,morning,Male,No Trainer,33.0,1322.0,medium,Medium,Pro,No,12
5225,Amit,male,22,81.7,2404,1115,7141,Cardio,69,8.8,strenght,PT_Raj,evening,Male,PT_Raj,22.0,1289.0,medium,Long,Pro,Yes,12
4067,Amit,female,19,77.83,2452,290,11400,Strength,31,6.7,strenght,PT_Vikas,Night,Female,PT_Vikas,19.0,2162.0,high,Medium,Basic,No,6
6941,Karan,Male,40,52.21,3369,258,1954,Cardio,20,9.3,strenght,PT_Simran,Night,Male,PT_Simran,40.0,3111.0,low,Short,Basic,No,1
2386,Anjali,female,39,50.53,1646,842,16645,CARDIO,25,4.7,strenght,PT_Simran,Evening,Female,PT_Simran,39.0,804.0,high,Short,Premium,Yes,12
3866,Amit,female,47,95.57,1953,732,4704,CARDIO,59,9.0,strenght,PT_Ajay,Morning,Female,PT_Ajay,47.0,1221.0,low,Medium,Basic,Yes,12
5788,Karan,Male,39,72.59,1575,269,16884,CARDIO,35,9.1,strenght,PT_Raj,Evening,Male,PT_Raj,39.0,1306.0,high,Medium,Basic,No,3
6490,Amit,M,44,66.0,2292,868,9540,Strength,45,5.5,strenght,PT_Ajay,evening,Male,PT_Ajay,44.0,1424.0,medium,Medium,Basic,No,12
5124,Amit,F,63,63.8,1769,419,14452,Strength,118,6.1,strenght,PT_Ajay,Evening,Female,PT_Ajay,63.0,1350.0,high,Long,Basic,Yes,12
9340,Karan,Female,31,78.51,2395,502,1928,Cardio,95,5.7,strenght,,Night,Female,No Trainer,31.0,1893.0,low,Long,Premium,No,6
4850,Karan,male,24,60.61,3304,1163,3527,Cardio,100,8.8,strenght,PT_Simran,morning,Male,PT_Simran,24.0,2141.0,low,Long,Basic,No,6
6415,Rahul,M,20,94.23,1905,548,3013,strength,113,9.9,strenght,PT_Raj,Morning,Male,PT_Raj,20.0,1357.0,low,Long,Basic,No,6
8679,Karan,Male,27,75.81,2970,785,1055,Cardio,106,4.1,strenght,PT_Ajay,Morning,Male,PT_Ajay,27.0,2185.0,low,Long,Pro,Yes,3
7819,Riya,Male,53,98.23,2852,540,12233,Cardio,54,4.4,strenght,PT_Raj,evening,Male,PT_Raj,53.0,2312.0,high,Medium,Basic,No,3
9378,Sneha,F,37,47.29,2876,852,8378,Strength,61,4.4,strenght,,Morning,Female,No Trainer,37.0,2024.0,medium,Long,Basic,Yes,12
2333,Sneha,female,56,80.17,2014,872,14785,Cardio,64,4.8,strenght,,morning,Female,No Trainer,56.0,1142.0,high,Long,Premium,Yes,6
5150,John,F,57,94.11,3415,1165,18247,strength,87,8.1,strenght,PT_Raj,morning,Female,PT_Raj,57.0,2250.0,high,Long,Premium,No,1
7766,Anjali,Male,21,84.42,1902,678,16167,Cardio,117,4.1,strenght,PT_Ajay,Night,Male,PT_Ajay,21.0,1224.0,high,Long,Basic,No,6
3711,Karan,M,29,56.67,3278,1047,6186,strength,82,6.4,strenght,,Evening,Male,No Trainer,29.0,2231.0,medium,Long,Basic,Yes,3
5853,Riya,male,26,70.46,1666,1134,10333,Cardio,113,7.6,strenght,,evening,Male,No Trainer,26.0,532.0,high,Long,Basic,No,3
7212,Anjali,F,39,49.9,2923,400,16610,CARDIO,41,9.4,strenght,,evening,Female,No Trainer,39.0,2523.0,high,Medium,Basic,No,1
8479,Priya,male,32,89.17,2512,169,11009,Cardio,33,8.4,strenght,PT_Ajay,Night,Male,PT_Ajay,32.0,2343.0,high,Medium,Basic,No,3
6408,Riya,F,50,82.71,1919,391,13581,CARDIO,16,7.3,strenght,,Evening,Female,No Trainer,50.0,1528.0,high,Short,Pro,Yes,1
8715,Rahul,M,18,75.27,3057,317,3906,cardio,82,6.4,strenght,PT_Simran,Evening,Male,PT_Simran,18.0,2740.0,low,Long,Pro,No,12
9942,Rahul,Male,61,50.57,2871,271,10182,strength,18,9.1,strenght,PT_Simran,evening,Male,PT_Simran,61.0,2600.0,high,Short,Basic,Yes,1
2762,Priya,Male,48,59.86,3460,996,8354,CARDIO,70,7.2,strenght,PT_Vikas,Evening,Male,PT_Vikas,48.0,2464.0,medium,Long,Pro,Yes,12
8101,Amit,female,52,57.26,2519,473,11496,CARDIO,98,9.0,strenght,PT_Ajay,Night,Female,PT_Ajay,52.0,2046.0,high,Long,Premium,No,12
8674,John,female,58,85.2,2248,1169,9857,Cardio,101,9.4,strenght,,Evening,Female,No Trainer,58.0,1079.0,medium,Long,Basic,Yes,6
7122,Anjali,Female,53,48.35,3339,656,19070,CARDIO,34,5.3,strenght,PT_Ajay,Evening,Female,PT_Ajay,53.0,2683.0,high,Medium,Premium,No,1
1481,John,F,44,62.05,2847,829,10516,Cardio,113,7.4,strenght,PT_Raj,Evening,Female,PT_Raj,44.0,2018.0,high,Long,Pro,No,6
1153,Anjali,male,58,46.43,3321,175,14430,cardio,81,6.7,strenght,PT_Raj,Morning,Male,PT_Raj,58.0,3146.0,high,Long,Premium,Yes,12
8617,Anjali,F,44,70.59,3363,131,7651,strength,89,9.2,strenght,,morning,Female,No Trainer,44.0,3232.0,medium,Long,Basic,No,12
2524,Amit,Female,47,97.07,1884,639,7164,CARDIO,81,7.9,strenght,,Morning,Female,No Trainer,47.0,1245.0,medium,Long,Basic,No,12
3120,Rahul,female,63,79.67,2215,168,3850,Strength,70,7.3,strenght,PT_Simran,evening,Female,PT_Simran,63.0,2047.0,low,Long,Premium,No,3
3343,Anjali,female,49,92.08,2365,1191,11286,cardio,14,6.5,strenght,PT_Ajay,morning,Female,PT_Ajay,49.0,1174.0,high,Short,Basic,No,3
6136,Amit,M,19,84.42,2325,1065,1268,strength,97,6.4,strenght,,Evening,Male,No Trainer,19.0,1260.0,low,Long,Premium,Yes,12
6760,Priya,M,16,83.69,3092,745,11697,CARDIO,12,9.8,strenght,PT_Raj,Morning,Male,PT_Raj,16.0,2347.0,high,Short,Basic,Yes,6
2240,Rahul,M,41,82.19,2072,1031,5611,cardio,61,4.5,strenght,PT_Vikas,morning,Male,PT_Vikas,41.0,1041.0,medium,Long,Pro,No,6
1060,Rahul,Male,53,95.93,2555,323,13772,Strength,84,7.1,strenght,PT_Vikas,Night,Male,PT_Vikas,53.0,2232.0,high,Long,Basic,Yes,12
2639,Riya,male,54,57.93,2790,517,4469,CARDIO,77,9.0,strenght,PT_Raj,Night,Male,PT_Raj,54.0,2273.0,low,Long,Basic,Yes,3
7185,Riya,female,28,54.26,1557,543,18926,Strength,92,5.7,strenght,,morning,Female,No Trainer,28.0,1014.0,high,Long,Basic,No,3
8970,Priya,M,52,69.68,1656,532,18255,Cardio,47,6.6,strenght,PT_Vikas,Evening,Male,PT_Vikas,52.0,1124.0,high,Medium,Premium,No,3
2252,Anjali,Male,50,48.83,3499,943,6886,CARDIO,62,4.8,strenght,,Night,Male,No Trainer,50.0,2556.0,medium,Long,Basic,No,12
5203,Sneha,Male,59,63.79,1732,1130,15777,cardio,24,5.5,strenght,PT_Simran,Morning,Male,PT_Simran,59.0,602.0,high,Short,Basic,Yes,12
9363,Amit,male,34,83.95,2265,682,14679,cardio,102,6.5,strenght,PT_Simran,Night,Male,PT_Simran,34.0,1583.0,high,Long,Basic,No,1
4549,John,Female,59,60.7,2097,928,9506,Cardio,88,7.3,strenght,,Evening,Female,No Trainer,59.0,1169.0,medium,Long,Premium,No,3
5197,Amit,male,38,52.61,2161,641,13691,Cardio,78,8.4,strenght,PT_Raj,Evening,Male,PT_Raj,38.0,1520.0,high,Long,Premium,No,6
8009,Anjali,Female,28,78.49,1721,208,8433,Strength,15,9.5,strenght,PT_Raj,Morning,Female,PT_Raj,28.0,1513.0,medium,Short,Premium,Yes,3
7667,John,male,56,76.52,3341,143,1069,cardio,22,9.3,strenght,PT_Ajay,Morning,Male,PT_Ajay,56.0,3198.0,low,Short,Basic,No,6
3322,Riya,F,25,79.32,1949,613,8239,Strength,85,4.3,strenght,,Evening,Female,No Trainer,25.0,1336.0,medium,Long,Premium,No,12
5090,Karan,Male,21,81.63,3285,256,15908,Strength,17,6.8,strenght,PT_Ajay,morning,Male,PT_Ajay,21.0,3029.0,high,Short,Basic,Yes,1
7960,Anjali,female,48,95.51,3497,811,4293,Cardio,64,5.4,strenght,PT_Raj,Evening,Female,PT_Raj,48.0,2686.0,low,Long,Basic,No,6
4004,Rahul,F,23,47.8,1905,833,15535,CARDIO,109,6.9,strenght,,evening,Female,No Trainer,23.0,1072.0,high,Long,Premium,Yes,3
6136,Anjali,F,26,86.29,1590,478,1635,strength,50,4.3,strenght,PT_Ajay,Morning,Female,PT_Ajay,26.0,1112.0,low,Medium,Premium,Yes,3
1329,Sneha,female,60,99.05,1555,358,7201,cardio,11,7.1,strenght,PT_Ajay,Night,Female,PT_Ajay,60.0,1197.0,medium,Short,Basic,Yes,1
4640,Riya,M,17,67.54,3382,959,10485,CARDIO,14,9.4,strenght,PT_Simran,Night,Male,PT_Simran,17.0,2423.0,high,Short,Basic,No,1
8982,Karan,M,42,53.06,3154,374,3826,Cardio,51,10.0,strenght,,Morning,Male,No Trainer,42.0,2780.0,low,Medium,Pro,No,3
5107,Sneha,male,38,65.64,1997,238,13970,CARDIO,40,4.1,strenght,,Night,Male,No Trainer,38.0,1759.0,high,Medium,Basic,No,1
2341,Rahul,F,53,58.74,3373,948,18478,cardio,84,8.7,strenght,PT_Ajay,morning,Female,PT_Ajay,53.0,2425.0,high,Long,Basic,Yes,12
9407,Amit,F,33,64.06,1816,133,10934,CARDIO,51,6.8,strenght,,Morning,Female,No Trainer,33.0,1683.0,high,Medium,Premium,Yes,6
1338,Anjali,Female,18,96.1,1566,122,4849,cardio,87,5.4,strenght,PT_Vikas,Night,Female,PT_Vikas,18.0,1444.0,low,Long,Basic,Yes,1
6895,Rahul,female,59,80.64,2003,512,19941,Cardio,116,7.7,strenght,PT_Ajay,evening,Female,PT_Ajay,59.0,1491.0,high,Long,Basic,Yes,6
3708,Sneha,Female,54,76.13,1613,250,7049,Cardio,52,8.3,strenght,PT_Simran,morning,Female,PT_Simran,54.0,1363.0,medium,Medium,Basic,Yes,3
2750,Rahul,male,20,56.03,1639,211,16073,Strength,27,6.0,strenght,,Morning,Male,No Trainer,20.0,1428.0,high,Short,Basic,Yes,12
6604,Amit,F,43,82.69,2029,1134,6155,cardio,64,9.2,strenght,PT_Ajay,Night,Female,PT_Ajay,43.0,895.0,medium,Long,Basic,Yes,6
3421,Anjali,female,55,82.97,3465,900,4472,Cardio,23,9.5,strenght,PT_Ajay,Night,Female,PT_Ajay,55.0,2565.0,low,Short,Basic,No,1
8119,Anjali,Female,58,69.39,2494,1002,10052,Cardio,96,4.7,strenght,,evening,Female,No Trainer,58.0,1492.0,high,Long,Basic,No,6
9901,Anjali,F,56,79.38,2393,1003,3978,strength,56,6.3,strenght,,morning,Female,No Trainer,56.0,1390.0,low,Medium,Premium,Yes,12
6319,Sneha,male,44,53.91,3232,1059,10133,CARDIO,14,7.2,strenght,PT_Ajay,Night,Male,PT_Ajay,44.0,2173.0,high,Short,Pro,Yes,12
7609,Amit,female,17,48.83,1932,717,3107,strength,54,6.8,strenght,,evening,Female,No Trainer,17.0,1215.0,low,Medium,Basic,Yes,3
6387,John,M,21,53.3,1563,487,15571,cardio,102,8.8,strenght,PT_Ajay,Morning,Male,PT_Ajay,21.0,1076.0,high,Long,Premium,No,6
4993,Amit,M,63,55.33,2558,381,11262,cardio,56,8.3,strenght,PT_Ajay,Night,Male,PT_Ajay,63.0,2177.0,high,Medium,Basic,Yes,6
9680,Priya,Male,16,95.03,3474,421,14087,Strength,98,4.4,strenght,,Morning,Male,No Trainer,16.0,3053.0,high,Long,Premium,No,6
9044,Riya,Male,28,85.11,2776,149,17256,cardio,54,5.4,strenght,,Morning,Male,No Trainer,28.0,2627.0,high,Medium,Premium,Yes,12
9238,Riya,male,30,76.41,2242,521,14724,strength,81,8.6,strenght,,morning,Male,No Trainer,30.0,1721.0,high,Long,Basic,No,1
5873,Sneha,Male,50,63.44,1950,359,15365,CARDIO,116,9.3,strenght,PT_Simran,morning,Male,PT_Simran,50.0,1591.0,high,Long,Pro,No,12
5806,Anjali,F,17,95.75,2642,704,10482,strength,29,8.7,strenght,PT_Raj,Morning,Female,PT_Raj,17.0,1938.0,high,Short,Basic,No,3
9592,Anjali,female,58,74.88,2395,1168,7084,strength,104,5.5,strenght,,morning,Female,No Trainer,58.0,1227.0,medium,Long,Basic,Yes,1
6913,John,M,63,62.12,2889,1175,18467,Strength,27,8.3,strenght,PT_Vikas,evening,Male,PT_Vikas,63.0,1714.0,high,Short,Basic,No,12
